rbd;carrera;porc
1672;Telecomunicaciones, Conectividad Y Redes;4.76%
1674;Arquitectura;6.67%
1674;Trabajo Social;4.76%
1674;Turismo Y Hoteleria;4.76%
1674;Administracion Turistica Multilingãƒâœe;3.33%
1674;Auditoria;3.33%
1674;Automatizacion Y Control Industrial;3.33%
1674;Cine Y Artes Audiovisuales;3.33%
1674;Comercio Exterior;3.33%
1674;Contador Auditor;3.33%
1674;Derecho;3.33%
1674;Diseño De Ambientes;3.33%
1674;Enfermeria;3.33%
1674;Ingenieria Civil Electronica;3.33%
1674;Ingenieria Civil En Informatica;3.33%
1674;Ingenieria Civil En Minas;3.33%
1675;Pedagogia En Fisica Y/O Licenciatura En Fisica;6.67%
1675;Ingenieria Civil Informatica;3.33%
1675;Ingenieria En Informacion Y Control De Gestion;3.33%
1675;Pedagogia En Artes Plasticas;3.33%
1675;Pedagogia En Castellano Y/O Licenciatura En Lingãƒâœistica Y Literatura;3.33%
1675;Pedagogia En Educacion Basica;3.33%
1675;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;3.33%
1675;Pedagogia En Ingles Y/O Licenciatura En Lengua Y Literatura Inglesa;3.33%
1675;Preparador Fisico;3.33%
1675;Psicologia;3.33%
1676;Tecnico En Construccion;60.00%
1676;Derecho;33.33%
1676;Educacion Parvularia;33.33%
1676;Tecnico En Odontologia;33.33%
1676;Dibujo Y Modelamiento Arquitectonico Y Estructural;20.00%
1676;Enfermeria;20.00%
1676;Ingenieria Civil;8.00%
1676;Arqueologia;4.00%
1676;Derecho;4.00%
1676;Ingenieria Civil Biomedica;4.00%
1676;Ingenieria Civil Bioquimica;4.00%
1676;Quimica Y Farmacia;3.33%
1676;Tecnico En Odontologia;3.33%
1676;Tecnico Universitario En Construccion;3.33%
1676;Terapia Ocupacional;3.33%
1676;Turismo Tecnico Mencion Empresas Turisticas;3.33%
1681;Ingenieria Civil Electronica;12.00%
1681;Ingenieria Civil Industrial;12.00%
1681;Ingenieria Civil Industrial;11.43%
1681;Ingenieria Civil;8.57%
1681;Ingenieria Comercial;8.57%
1681;Quimica Y Farmacia;8.00%
1681;Enfermeria;5.71%
1681;Ingenieria En Construccion;5.71%
1681;Ingenieria Civil De Minas;4.00%
1681;Ingenieria Civil Oceanica;4.00%
1681;Ingenieria De Ejecucion En Informatica;4.00%
1681;Ingenieria En Prevencion De Riesgos Laborales Y Ambientales;4.00%
1681;Medicina;4.00%
1681;Odontologia;4.00%
1681;Pedagogia En Educacion Fisica;4.00%
1681;Pedagogia En Musica;4.00%
1681;Tecnico Universitario En Electronica;4.00%
1681;Tecnico Universitario En Mecanica Automotriz;4.00%
1681;Tecnologia Medica;4.00%
1681;Administracion De Redes Computacionales;2.86%
1681;Administracion Publica;2.86%
1681;Arquitectura;2.86%
1681;Contador Auditor;2.86%
1681;Enfermeria, Licenciatura En Enfermeria;2.86%
1681;Ingenieria Civil En Informatica;2.86%
1681;Ingenieria Civil Metalurgia Extractiva;2.86%
1681;Ingenieria Civil Quimica;2.86%
1681;Ingenieria De Ejecucion En Informatica;2.86%
1685;Sociologia;5.71%
1685;Ingenieria En Negocios Internacionales;2.86%
1685;Pedagogia En Educacion Musical;2.86%
1685;Pedagogia En Filosofia;2.86%
1685;Pedagogia En Fisica Y/O Licenciatura En Fisica;2.86%
1734;Terapia Ocupacional;8.57%
1734;Tecnico Universitario En Construccion;2.86%
1734;Tecnico Universitario En Quimica Con Mencion En Quimica Analitica;2.86%
1734;Tecnologia Medica;2.86%
1735;Ingenieria Comercial;28.57%
1735;Comercio Exterior;18.75%
1735;Ingeniero En Marina Mercante;18.75%
1735;Logistica;18.75%
1735;Derecho;14.29%
1735;Ingenieria Civil Ambiental;14.29%
1735;Interprete En Danza;14.29%
1735;Medicina Veterinaria;14.29%
1735;Pedagogia En Quimica Y Ciencias Naturales;14.29%
1735;Administracion De Recursos Humanos;6.25%
1735;Administracion Financiera;6.25%
1735;Auditoria;6.25%
1735;Ingenieria En Construccion;6.25%
1735;Preparador Fisico;6.25%
1735;Tecnico En Administracion De Empresas Mencion Comercio Exterior;6.25%
1735;Tecnico En Gestion Logistica;6.25%
1738;Tecnologia Medica;100.00%
1738;Biologia Marina;25.00%
1738;Administracion De Recursos Humanos;12.50%
1738;Derecho;12.50%
1738;Ingenieria En Construccion;12.50%
1738;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;12.50%
1738;Tecnico En Construccion;12.50%
1738;Terapia Ocupacional;12.50%
1738;Administracion De Empresas Mencion Marketing;9.09%
1738;Comercio Exterior;9.09%
1738;Fonoaudiologia;9.09%
1738;Ingenieria Civil De Minas;9.09%
1738;Ingenieria Comercial;9.09%
1738;Ingenieria En Construccion;9.09%
1738;Periodismo;9.09%
1738;Quimica Y Farmacia;9.09%
1738;Sociologia;9.09%
1738;Tecnico Audiovisual;9.09%
1738;Tecnico En Enfermeria Mencion En Ginecoobstetricia;9.09%
1739;Fonoaudiologia;6.25%
1739;Administracion Publica;3.13%
1739;Arquitectura;3.13%
1739;Bachillerato En Ciencias;3.13%
1739;Derecho;3.13%
1739;Educacion Parvularia;3.13%
1739;Ilustracion;3.13%
1739;Ingenieria Civil Ambiental;3.13%
1741;Ingenieria En Construccion;6.25%
1741;Ingenieria En Estadistica;6.25%
1741;Medicina Veterinaria;6.25%
1741;Pedagogia Educacion Basica;6.25%
1741;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;6.25%
1741;Ingenieria Civil De Minas;3.13%
1741;Ingenieria Civil Industrial;3.13%
1741;Ingenieria Civil Informatica;3.13%
1741;Ingenieria Civil Matematica;3.13%
1741;Odontologia;3.13%
1741;Psicologia;3.13%
1741;Publicidad;3.13%
1742;Arquitectura;16.67%
1742;Tecnico Universitario En Construccion;3.13%
1742;Tecnico Universitario En Electronica;3.13%
1742;Tecnico Universitario En Mantenimiento Industrial;3.13%
1742;Tecnico Universitario En Mineria Y Metalurgia;3.13%
1742;Tecnico Universitario En Telecomunicaciones Y Redes;3.13%
1742;Trabajo Social;3.13%
1743;Bachillerato En Ciencias;16.67%
1743;Ingenieria Comercial;16.67%
1743;Periodismo;16.67%
1747;Tecnico De Nivel Superior En Enfermeria;16.67%
1747;Tecnico Universitario En Construccion;16.67%
1747;Arquitectura;16.67%
1747;Enfermeria;8.33%
1747;Fonoaudiologia;8.33%
1747;Gastronomia;8.33%
1747;Gastronomia Internacional;8.33%
1747;Ingenieria Civil;8.33%
1747;Kinesiologia;8.33%
1747;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;8.33%
1747;Psicologia;8.33%
1749;Psicologia;18.75%
1749;Tecnico En Mecanica Automotriz Y Autotronica;16.67%
1749;Derecho;16.67%
1749;Fonoaudiologia;12.50%
1749;Educacion Parvularia;8.33%
1749;Ingenieria Civil Electronica;8.33%
1749;Ingenieria Civil Informatica;8.33%
1749;Ingenieria Comercial;8.33%
1749;Ingenieria En Administracion De Empresas;8.33%
1749;Medicina;8.33%
1749;Medicina Veterinaria;8.33%
1749;Pedagogia En Educacion Fisica Varones;8.33%
1749;Pedagogia En Educacion Media En Matematicas Y Fisica;8.33%
1749;Bachillerato En Ciencias;6.25%
1749;Contador Auditor;6.25%
1749;Derecho;6.25%
1749;Dibujante Proyectista;6.25%
1749;Diseño;6.25%
1749;Ingenieria Ambiental;6.25%
1749;Ingenieria En Administracion De Recursos Humanos;6.25%
1749;Ingenieria En Comercio Exterior;6.25%
1749;Pedagogia Educacion Basica;6.25%
1749;Pedagogia En Castellano;6.25%
1749;Pedagogia En Educacion Fisica Damas;6.25%
1750;Tecnico En Mecanica Automotriz Y Autotronica;8.33%
1750;Arquitectura;6.25%
1750;Administracion De Empresas;1.56%
1750;Auditoria;1.56%
1750;Bachillerato En Ciencias;1.56%
1750;Bioquimica;1.56%
1755;Derecho;6.25%
1755;Ingenieria Civil Industrial;6.25%
1755;Ingenieria Civil Metalurgia Extractiva;4.69%
1755;Dibujante Proyectista;3.13%
1755;Diseño;3.13%
1755;Gestion En Turismo Y Cultura;3.13%
1755;Ingenieria Civil;3.13%
1755;Educacion Fisica Para La Educacion General Basica;1.56%
1755;Gastronomia Y Negocios Gastronomicos Mencion Cocinas Andinas;1.56%
1755;Ingenieria Ambiental;1.56%
1755;Ingenieria Civil Electronica;1.56%
1755;Ingenieria Civil Matematica;1.56%
1756;Ingenieria Comercial;6.25%
1756;Psicologia;6.25%
1756;Kinesiologia;3.13%
1756;Odontologia;3.13%
1756;Sociologia;3.13%
1756;Tecnico Universitario En Electronica;3.13%
1756;Ingenieria De Transporte;1.56%
1756;Ingenieria En Construccion;1.56%
1756;Ingenieria Mecanica;1.56%
1756;Medicina;1.56%
1756;Medicina Veterinaria;1.56%
1756;Nutricion Y Dietetica;1.56%
1756;Pedagogia En Educacion Especial;1.56%
1756;Pedagogia En Educacion Fisica Damas;1.56%
1756;Tecnico Universitario En Control Medio Ambiente;1.56%
1757;Derecho;25.00%
1757;Dibujante Proyectista;25.00%
1757;Ingenieria En Construccion;25.00%
1757;Tecnico En Mecanica Automotriz Y Autotronica;25.00%
1757;Auditoria;14.29%
1757;Tecnico Universitario En Informatica;3.13%
1757;Tecnologia Medica;3.13%
1757;Trabajo Social;3.13%
1757;Terapia Ocupacional;1.56%
1761;Terapia Ocupacional;42.86%
1761;Ingenieria En Construccion;28.57%
1761;Derecho;22.22%
1761;Ingenieria Civil Industrial;22.22%
1761;Derecho;15.00%
1761;Ingenieria Comercial;15.00%
1761;Ingenieria Civil Oceanica;14.29%
1761;Medicina;14.29%
1761;Pedagogia En Educacion Fisica Damas;14.29%
1761;Oceanografia;14.29%
1761;Pedagogia En Educacion Fisica;14.29%
1761;Psicopedagogia;14.29%
1761;Sociologia;14.29%
1761;Tecnologia Medica;14.29%
1761;Educacion Parvularia;11.11%
1761;Ingenieria Civil Quimica;11.11%
1761;Ingenieria Comercial;11.11%
1761;Medicina Veterinaria;11.11%
1761;Arquitectura;5.00%
1761;Ingenieria Civil;5.00%
1761;Ingenieria Civil Electrica;5.00%
1761;Ingenieria Civil Matematica;5.00%
1761;Ingenieria Civil Plan Comun;5.00%
1761;Ingenieria De Ejecucion En Informatica;5.00%
1761;Ingenieria Electrica;5.00%
1761;Ingenieria En Construccion;5.00%
1761;Ingenieria En Diseño De Productos;5.00%
1761;Kinesiologia;5.00%
1761;Medicina;5.00%
1761;Pedagogia En Castellano Y/O Licenciatura En Lingãƒâœistica Y Literatura;5.00%
1761;Psicologia;5.00%
1761;Tecnologia Medica;5.00%
1769;Periodismo;11.11%
1769;Derecho;10.00%
1769;Bachillerato En Ciencias;5.00%
1769;Diseño;5.00%
1774;Ingenieria Civil, Plan Comun;20.00%
1774;Ingenieria Comercial;20.00%
1774;Enfermeria;5.00%
1774;Ingenieria Civil Industrial;5.00%
1774;Ingenieria Civil Mecanica;5.00%
1774;Interprete En Canto Popular;5.00%
1774;Odontologia;5.00%
1775;Educacion Fisica Para La Educacion General Basica;11.11%
1775;Enfermeria;11.11%
1775;Ingenieria Civil Industrial;11.11%
1775;Ingenieria En Construccion;11.11%
1775;Licenciatura En Historia;11.11%
1775;Psicologia;11.11%
1775;Tecnico Asistente En Educacion Especial;11.11%
1775;Tecnico De Nivel Superior En Desarrollo De Video Juegos;11.11%
1775;Tecnico De Nivel Superior En Enfermeria;11.11%
1775;Arquitectura;11.11%
1775;Periodismo;5.00%
1775;Teatro;5.00%
1775;Trabajo Social;5.00%
1775;Agronomia;3.70%
1776;Ingenieria Civil, Plan Comun;11.11%
1776;Derecho;7.41%
1776;Ingenieria Civil Industrial;7.41%
1776;Ciencia Politica;3.70%
1776;Diseño;3.70%
1776;Educacion Parvularia;3.70%
1776;Ingenieria Civil Electronica;3.70%
1776;Ingenieria Civil En Informatica;3.70%
1777;Ingenieria Y Ciencias - Plan Comun;7.41%
1777;Medicina;7.41%
1777;Psicologia;7.41%
1777;Ingenieria Comercial;3.70%
1777;Pedagogia En Educacion Fisica;3.70%
1777;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;3.70%
1777;Produccion Musical Y Gestion Artistica;3.70%
1777;Sociologia;3.70%
1780;Bachillerato En Ciencias;33.33%
1780;Derecho;33.33%
1780;Diseño;33.33%
1780;Ingenieria Comercial;29.17%
1780;Derecho;25.00%
1780;Ingenieria Civil, Plan Comun;16.67%
1780;Medicina;8.33%
1780;Agronomia;4.17%
1780;Arquitectura;4.17%
1780;Enfermeria;4.17%
1780;Ingenieria Civil Industrial;4.17%
1780;Odontologia;4.17%
1781;Arquitectura;6.67%
1781;Derecho;6.67%
1781;Ingenieria Civil;6.67%
1781;Ingenieria Civil Electronica;6.67%
1781;Agronomia;3.33%
1781;Bachillerato En Ciencias;3.33%
1781;College Artes Y Humanidades (Licenciatura);3.33%
1781;Ingenieria Civil Electrica;3.33%
1781;Ingenieria Civil En Informatica;3.33%
1781;Ingenieria Civil Industrial;3.33%
1783;Ingenieria Comercial;23.33%
1783;Bachillerato En Ciencias;16.67%
1783;Contador Auditor;16.67%
1783;Derecho;16.67%
1783;Enfermeria;16.67%
1783;Ingenieria De Transporte;16.67%
1783;Obstetricia Y Puericultura;16.67%
1783;Ingenieria Civil, Plan Comun;6.67%
1783;Medicina;6.67%
1783;Psicologia;6.67%
1783;Administracion De Artes Culinarias Y Servicios;5.56%
1783;Arquitectura;5.56%
1783;Biologia;5.56%
1783;Ingenieria Civil Quimica;3.33%
1783;Ingenieria En Diseño De Productos;3.33%
1783;Periodismo;3.33%
1787;Ingenieria Civil Industrial;33.33%
1787;Ingenieria Comercial;16.67%
1787;Medicina;11.11%
1787;Bachillerato En Ciencias;11.11%
1787;Educacion Fisica Para La Educacion General Basica;11.11%
1787;Diseño;5.56%
1787;Ingenieria Civil En Informatica;5.56%
1787;Ingenieria En Construccion;5.56%
1787;Pedagogia En Castellano Y/O Licenciatura En Lingãƒâœistica Y Literatura;5.56%
1788;Enfermeria;22.22%
1788;Ingenieria Civil Electronica;11.11%
1788;Ingenieria Civil Industrial;11.11%
1788;Ingenieria Civil Plan Comun;11.11%
1789;Ingenieria Civil En Informatica;50.00%
1789;Odontologia;20.00%
1789;Ingenieria Civil En Informatica;13.33%
1789;Periodismo;11.11%
1789;Quimica Y Farmacia;11.11%
1789;Animacion Digital;6.67%
1789;Bachillerato En Ciencias;6.67%
1789;Ingenieria Civil Electronica;6.67%
1789;Ingenieria Civil Industrial;6.67%
1789;Ingenieria Civil Telematica;6.67%
1789;Ingenieria En Biotecnologia;6.67%
1789;Pedagogia En Educacion Musical;6.67%
1789;Pedagogia En Filosofia;6.67%
1789;Periodismo;6.67%
1789;Tecnologia Medica;6.67%
1791;Psicologia;50.00%
1791;Ingenieria Civil Industrial;27.27%
1791;Fonoaudiologia;9.09%
1791;Ingenieria Civil;9.09%
1791;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;9.09%
1791;Medicina;9.09%
1792;Derecho;14.29%
1792;Bachillerato En Ciencias;10.71%
1792;Medicina Veterinaria;9.09%
1792;Nutricion Y Dietetica;9.09%
1792;Periodismo;9.09%
1792;Psicologia;9.09%
1792;Arquitectura;3.57%
1792;Ingenieria Civil Ambiental;3.57%
1792;Ingenieria Civil Electronica;3.57%
1792;Ingenieria Civil Industrial;3.57%
1795;Ingenieria Civil, Plan Comun;14.29%
1795;Ingenieria Comercial;10.71%
1795;Psicologia;10.71%
1795;Medicina;7.14%
1795;Ingenieria Civil Informatica;3.57%
1795;Ingenieria Civil Mecanica;3.57%
1795;Kinesiologia;3.57%
1795;Periodismo;3.57%
1795;Sociologia;3.57%
1796;Gastronomia;20.00%
1796;Ingenieria Civil Ambiental;20.00%
1796;Ingenieria Civil Electronica;20.00%
1796;Ingenieria Civil Quimica;20.00%
1796;Traduccion E Interprete En Ingles;20.00%
1796;Edificacion;14.29%
1796;Ingenieria En Mecanica Automotriz Y Autotronica;14.29%
1796;Psicopedagogia;14.29%
1796;Tecnico En Mantenimiento Electromecanico;14.29%
1796;Tecnico En Maquinaria Y Vehiculos Pesados;14.29%
1796;Tecnico En Trabajo Social;14.29%
1801;Tecnico Universitario En Construccion;14.29%
1801;Administracion De Empresas Mencion Marketing;3.57%
1839;Derecho;7.14%
1839;Ingenieria Civil Industrial;7.14%
1839;Ingenieria En Informatica;7.14%
1839;Asistente De Parvulos;3.57%
1839;Enfermeria, Licenciatura En Enfermeria;3.57%
1839;Hoteleria Y Servicios;3.57%
1839;Ingenieria De Alimentos;3.57%
1839;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;3.57%
1839;Medicina Veterinaria;3.57%
1839;Obstetricia Y Puericultura;3.57%
1839;Pedagogia En Educacion Especial;3.57%
1844;Derecho;30.00%
1844;Contabilidad General Mencion Legislacion Tributaria;10.00%
1844;Diseño Grafico;10.00%
1844;Tecnico En Odontologia;7.14%
1844;Pedagogia En Fisica Y/O Licenciatura En Fisica;3.57%
1844;Periodismo;3.57%
1844;Quimica Industrial;3.57%
1844;Quimica Y Farmacia;3.57%
1844;Relaciones Publicas Mencion Marketing;3.57%
1844;Tecnico De Enfermeria;3.57%
1844;Tecnico De Nivel Superior En Enfermeria;3.57%
1844;Tecnico En Enfermeria Mencion En Urgencia;3.57%
1844;Tecnico En Trabajo Social;3.57%
1844;Tecnico Universitario En Proyecto Y Diseño Mecanico;3.57%
1844;Trabajo Social;3.57%
1851;Enfermeria;20.00%
1851;Ingenieria Civil En Minas;16.67%
1851;Ingenieria En Mecanica Automotriz Y Autotronica;10.00%
1851;Licenciatura En Ciencias Mencion Fisica;10.00%
1851;Quimica Y Farmacia;10.00%
1858;Ingenieria De Transporte;16.67%
1858;Ingenieria En Administracion De Empresas;16.67%
1858;Licenciatura En Educacion Y Pedagogia En Filosofia;16.67%
1858;Tecnico En Electricidad Y Automatizacion Industrial;16.67%
1858;Terapia Ocupacional;16.67%
1858;Auditoria;6.25%
1858;Contador Auditor;6.25%
1859;Derecho;6.25%
1859;Diseño Y Produccion Grafica;6.25%
1859;Ingenieria Civil De Minas;6.25%
1859;Ingenieria Civil Industrial;6.25%
1859;Ingenieria En Construccion;6.25%
1859;Licenciatura En Astronomia;6.25%
1859;Psicopedagogia;6.25%
1859;Tecnico Agricola;6.25%
1859;Tecnico En Educacion Parvularia;6.25%
1859;Tecnico En Enfermeria Mencion En Pediatria;6.25%
1859;Tecnico En Instalaciones Y Proyectos Electricos;6.25%
1859;Tecnico En Mantenimiento Electromecanico;6.25%
1859;Tecnico En Odontologia;6.25%
1859;Terapia Ocupacional;6.25%
1859;Administracion De Empresas;5.26%
1859;Administracion Publica;5.26%
1859;Arquitectura;5.26%
1859;Auditoria;5.26%
1859;Bachillerato En Ciencias;5.26%
1859;Ingenieria Civil Telematica;5.26%
1859;Ingenieria En Electricidad Y Automatizacion Industrial;5.26%
1859;Ingenieria En Informatica;5.26%
1859;Ingenieria En Negocios Internacionales;5.26%
1859;Ingenieria Mecanica;5.26%
1860;Nutricion Y Dietetica;5.26%
1860;Obstetricia Y Puericultura;5.26%
1860;Psicopedagogia;5.26%
1860;Tecnico Agricola;5.26%
1860;Tecnico En Mantenimiento Electromecanico;5.26%
1860;Tecnico En Maquinaria Y Vehiculos Pesados;5.26%
1860;Tecnico En Odontologia;5.26%
1860;Tecnico Universitario En Construccion;5.26%
1860;Tecnico Universitario En Mantenimiento Industrial;5.26%
1863;Gastronomia;50.00%
1863;Tecnico En Construccion;50.00%
1863;Bachillerato En Ciencias;5.26%
1863;Bioquimica;5.26%
1864;Ingenieria En Sonido;10.53%
1864;Pedagogia En Musica Y/O Licenciatura En Ciencias Y Artes Musicales;10.53%
1864;Administracion De Empresas;7.14%
1864;Cine;5.26%
1864;Diseño;5.26%
1864;Ingenieria Ambiental;5.26%
1864;Ingenieria Mecanica En Mantenimiento Industrial;5.26%
1864;Licenciatura En Arte;5.26%
1864;Oceanografia;5.26%
1864;Pedagogia En Musica;5.26%
1864;Psicologia;5.26%
1864;Tecnico Agricola;5.26%
1864;Tecnico Audiovisual;5.26%
1864;Tecnico Universitario En Construccion;5.26%
1864;Tecnologia En Sonido;5.26%
1864;Terapia Ocupacional;5.26%
1880;Administracion De Redes Computacionales;10.00%
1880;Ingenieria Civil Biomedica;10.00%
1880;Ingenieria Comercial;10.00%
1880;Psicologia;10.00%
1880;Tecnico De Nivel Superior En Cocina Internacional;10.00%
1880;Tecnico En Administracion De Empresas Mencion Recursos Humanos;10.00%
1880;Auditoria;7.14%
1880;Derecho;7.14%
1880;Ingenieria En Conectividad Y Redes;7.14%
1880;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;7.14%
1880;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;7.14%
1880;Mecanica Automotriz En Sistemas Electronicos;7.14%
1880;Medicina Veterinaria;7.14%
1880;Tecnico En Construccion;7.14%
1880;Tecnico En Enfermeria;7.14%
1880;Tecnico En Enfermeria Mencion En Urgencia;7.14%
1880;Tecnico En Veterinaria Y Produccion Pecuaria;7.14%
1880;Tecnico Universitario En Informatica;7.14%
1880;Terapia Ocupacional;7.14%
1882;Tecnico En Mantenimiento Electromecanico;10.00%
1882;Tecnico En Odontologia;10.00%
1882;Tecnico En Servicio Social;10.00%
1882;Tecnico Universitario En Informatica;10.00%
1884;Fonoaudiologia;50.00%
