rbd;carrera;porc
22398;Ingenieria Civil Mecanica;2.00%
22410;Kinesiologia;4.00%
22410;Ingenieria Civil Plan Comun;2.00%
22410;Ingenieria Civil Quimica;2.00%
22410;Ingenieria En Expediciones Y Ecoturismo;2.00%
22410;Ingenieria En Informacion Y Control De Gestion;2.00%
22410;Ingenieria Y Ciencias - Plan Comun;2.00%
22415;Contador Publico Auditor;9.52%
22415;Tecnologia Medica;8.00%
22415;Administracion De Empresas;4.76%
22415;Medicina Veterinaria;4.00%
22415;Psicologia;4.00%
22415;Licenciatura En Astronomia;2.00%
22415;Medicina;2.00%
22415;Musica;2.00%
22415;Obstetricia;2.00%
22415;Odontologia;2.00%
22415;Pedagogia De Educacion Media En Ingles;2.00%
22415;Pedagogia En Educacion Diferencial Con Mencion;2.00%
22415;Pedagogia En Educacion Fisica;2.00%
22415;Pedagogia En Educacion Media En Ingles;2.00%
22415;Tecnico Nivel Superior En Administracion De Empresas;2.00%
22415;Terapia Ocupacional;2.00%
22434;Electricidad Industrial Mencion Instalaciones Electricas;14.29%
22434;Educacion Diferencial Con Especialidad En Problemas De Aprendizaje;9.52%
22434;Electricidad;9.52%
22434;Diseño Grafico Profesional;4.76%
22434;Educacion Parvularia;4.76%
22436;Servicio Social;100.00%
22436;Ingenieria Comercial;40.00%
22436;Tecnico Universitario En Administracion De Empresas;25.00%
22436;Periodismo;20.00%
22436;Psicologia;20.00%
22436;Terapia Ocupacional;20.00%
22436;Tecnico Deportivo Universitario;16.67%
22436;Tecnico Universitario En Construccion;16.67%
22436;Derecho;14.29%
22436;Fonoaudiologia;14.29%
22436;Hoteleria Y Servicios;14.29%
22436;Ingenieria Civil Industrial;14.29%
22436;Ingenieria Civil Industrial Mencion Mecanica;14.29%
22436;Kinesiologia;14.29%
22436;Sociologia;14.29%
22436;Asistente De Parvulos;8.33%
22436;Pedagogia En Educacion Media Mencion Educacion Fisica;8.33%
22436;Psicologia;8.33%
22436;Tecnico En Enfermeria Mencion En Ginecoobstetricia;8.33%
22436;Tecnico Universitario En Electricidad Y Automatizacion;8.33%
22436;Electronica Y Automatizacion Industrial;4.76%
22436;Gastronomia Internacional;4.76%
22436;Logistica Y Operaciones Industriales;4.76%
22436;Pedagogia En Educacion Media Mencion Educacion Fisica;4.76%
22436;Peluqueria Y Estetica;4.76%
22436;Tecnico En Administracion De Empresas Mencion Recursos Humanos;4.76%
22436;Tecnico En Electricidad Y Electronica;4.76%
22436;Tecnico En Odontologia Mencion Higienista Dental;4.76%
22436;Trabajo Social;4.76%
22459;Derecho;33.33%
22459;Gastronomia Internacional;33.33%
22459;Ingenieria Comercial;33.33%
22459;Tecnico En Laboratorio Clinico Banco De Sangre E Imagenologia;20.00%
22459;Electricidad Industrial Mencion Instalaciones Electricas;10.00%
22459;Pedagogia De Educacion Media En Ingles;10.00%
22459;Pedagogia En Educacion Diferencial;10.00%
22459;Tecnico Asistente En Educacion Especial;10.00%
22459;Tecnico En Enfermeria Mencion En Ginecoobstetricia;10.00%
22459;Tecnico En Odontologia;10.00%
22459;Tecnico En Trabajo Social;10.00%
22459;Tecnico Universitario En Educacion Parvularia;10.00%
22459;Administracion De Empresas;3.57%
22461;Derecho;7.14%
22461;Administracion Gastronomica Internacional;3.57%
22461;Bachillerato En Ciencias;3.57%
22461;Enfermeria;3.57%
22461;Fonoaudiologia;3.57%
22461;Geologia;3.57%
22462;Ingenieria Civil En Obras Civiles;7.14%
22462;Ingenieria Civil Industrial Mencion Informatica;7.14%
22462;Ingenieria Civil En Biotecnologia;3.57%
22464;Medicina Veterinaria;7.14%
22464;Ingenieria Civil Mecanica;3.57%
22464;Ingenieria Comercial;3.57%
22464;Kinesiologia;3.57%
22464;Licenciatura En Educacion Con Mencion En Ingles Y Pedagogia En Ingles;3.57%
22464;Nutricion Y Dietetica;3.57%
22464;Odontologia;3.57%
22464;Pedagogia En Educacion Fisica;3.57%
22464;Pedagogia En Educacion General Basica;3.57%
22467;Nutricion Y Dietetica;16.67%
22467;Gastronomia Internacional;11.11%
22467;Psicologia;7.14%
22467;Contador Auditor;5.56%
22467;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;5.56%
22467;Periodismo;3.57%
22467;Quimica Y Farmacia;3.57%
22467;Terapia Ocupacional;3.57%
22478;Tecnico En Produccion Acuicola;38.89%
22478;Tecnico En Veterinaria Y Produccion Pecuaria;11.11%
22478;Pedagogia De Educacion Media En Ingles;5.56%
22478;Tecnico En Enfermeria;5.56%
22483;Ingenieria En Alimentos;14.29%
22483;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;14.29%
22483;Psicologia;14.29%
22483;Tecnologia Medica;14.29%
22483;Topografia;14.29%
22483;Trabajo Social;14.29%
22483;Traduccion Ingles-Español Mencion Negocios Internacionales;14.29%
22483;Administracion De Empresas;5.88%
22494;Ingenieria Civil En Informatica;16.67%
22494;Ingenieria Comercial;16.67%
22494;Pedagogia En Educacion Media En Artes Mencion Musica Y Artes Visuales;16.67%
22494;Tecnico Universitario En Educacion Parvularia;16.67%
22494;Tecnico Universitario En Informatica;16.67%
22494;Topografia;16.67%
22494;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;11.76%
22494;Administracion En Hoteleria Y Servicios;5.88%
22494;Dibujo De Arquitectura Y Obras Civiles;5.88%
22494;Electromecanica;5.88%
22494;Ingenieria Comercial;5.88%
22494;Ingenieria En Informatica;5.88%
22494;Kinesiologia;5.88%
22494;Obstetricia;5.88%
22494;Pedagogia En Educacion Media Mencion Educacion Fisica;5.88%
22494;Preparador Fisico;5.88%
22494;Psicologia;5.88%
22494;Tecnico Deportivo Universitario;5.88%
22494;Tecnico En Enfermeria Mencion En Urgencia;5.88%
22494;Tecnico En Odontologia;5.88%
22494;Tecnico En Produccion Acuicola;5.88%
22495;Comunicacion Audiovisual Digital;25.00%
22495;Ilustracion;25.00%
22495;Ingenieria Comercial;25.00%
22495;Tecnico En Educacion Parvularia Y Primer Ciclo Basico;25.00%
22495;Arquitectura;5.26%
22495;Derecho;5.26%
22495;Diseño;5.26%
22495;Enfermeria;5.26%
22499;Ingenieria Comercial;15.79%
22499;Ingenieria Civil Plan Comun;5.26%
22499;Ingenieria En Conservacion De Recursos Naturales - Ingenieria Forestal;5.26%
22499;Obstetricia;5.26%
22499;Pedagogia De Educacion Media En Ingles;5.26%
22499;Pedagogia En Educacion Diferencial;5.26%
22499;Pedagogia En Educacion General Basica;5.26%
22499;Psicologia;5.26%
22499;Quimica Y Farmacia;5.26%
22504;Administracion De Empresas De Turismo;14.29%
22504;Tecnologia Medica;10.53%
22504;Analista Programador;7.14%
22504;Derecho;7.14%
22504;Diseño Grafico;7.14%
22504;Enfermeria;7.14%
22504;Ingenieria En Informatica;7.14%
22504;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;7.14%
22504;Ingenieria En Telecomunicaciones, Conectividad Y Redes;7.14%
22504;Ingenieria Mecanica En Mantenimiento Industrial;7.14%
22504;Preparador Fisico;7.14%
22504;Prevencion De Riesgos;7.14%
22504;Quimica Y Farmacia;7.14%
22504;Trabajo Social;7.14%
22504;Terapia Ocupacional;5.26%
22504;Trabajo Social;5.26%
22505;Tecnico En Enfermeria;30.00%
22505;Biologia Marina;10.00%
22505;Nutricion Y Dietetica;10.00%
22505;Pedagogia En Educacion Media En Ingles;10.00%
22505;Tecnico Deportivo Universitario;10.00%
22505;Tecnico En Enfermeria Mencion Geriatria;10.00%
22506;Derecho;20.00%
22506;Enfermeria;20.00%
22506;Tecnico En Laboratorio Clinico Banco De Sangre E Imagenologia;10.00%
22506;Turismo;10.00%
22516;Medicina Veterinaria;20.00%
22516;Obstetricia;20.00%
22516;Preparador Fisico;20.00%
22516;Ingenieria Civil Electronica;8.70%
22516;Kinesiologia;8.70%
22516;Mecanica Automotriz En Sistemas Electronicos;8.70%
22516;Administracion En Hoteleria Y Servicios;4.35%
22516;Analista Programador;4.35%
22516;Construccion Civil;4.35%
22516;Derecho;4.35%
22516;Ingenieria Civil En Obras Civiles;4.35%
22516;Ingenieria Comercial;4.35%
22516;Ingenieria En Construccion;4.35%
22516;Licenciatura En Ciencias Con Mencion;4.35%
22516;Nutricion Y Dietetica;4.35%
22516;Pedagogia En Lenguaje Y Comunicacion;4.35%
22516;Periodismo;4.35%
22523;Ingenieria En Informatica;20.00%
22523;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;20.00%
22523;Kinesiologia;20.00%
22523;Servicio Social;20.00%
22523;Tecnologia Medica;20.00%
22523;Tecnico En Laboratorio Clinico Banco De Sangre E Imagenologia;8.70%
22523;Administracion En Hoteleria Y Servicios;5.56%
22523;Psicologia;4.35%
22523;Quimica Y Farmacia;4.35%
22523;Tecnico En Educacion Parvularia;4.35%
22523;Trabajo Social;4.35%
22536;Cocina Internacional Y Tradicional Chilena;16.67%
22536;Gastronomia Internacional;16.67%
22536;Electromecanica;5.56%
22536;Ingenieria Civil Industrial;5.56%
22536;Ingenieria Comercial;5.56%
22536;Ingenieria En Gestion Logistica;5.56%
22536;Ingenieria En Informatica;5.56%
22536;Ingenieria Mecanica En Mantenimiento Industrial;5.56%
22536;Logistica;5.56%
22536;Tecnico En Construcciones Civiles;5.56%
22540;Analista Programador;8.33%
22540;Tecnico En Educacion Parvularia;5.56%
22540;Tecnico Universitario En Transporte Maritimo Costero;5.56%
22540;Tecnologia Medica;5.56%
22542;Tecnico Universitario En Informatica;16.67%
22542;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;12.50%
22542;Mecanica Automotriz En Sistemas Electronicos;12.50%
22542;Arquitectura;8.33%
22542;Ingenieria Civil Industrial;8.33%
22542;Ingenieria Comercial;8.33%
22542;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;8.33%
22542;Pedagogia De Educacion Media En Ingles;8.33%
22542;Pedagogia En Educacion Media En Artes Mencion Musica Y Artes Visuales;8.33%
22542;Psicopedagogia;8.33%
22542;Tecnico En Enfermeria Mencion En Pediatria;8.33%
22542;Tecnico Universitario En Educacion Parvularia;8.33%
22542;Ciencias Politicas Y Administrativas;6.25%
22542;Electricidad Industrial Mencion Instalaciones Electricas;6.25%
22542;Ingenieria Civil Mecanica;6.25%
22542;Ingenieria En Minas;6.25%
22542;Ingenieria Mecanica En Mantenimiento Industrial;6.25%
22542;Psicologia;6.25%
22542;Tecnico Asistente En Educacion Especial;6.25%
22543;Tecnico Deportivo Universitario;6.25%
22543;Tecnico Juridico;6.25%
22543;Tecnico Universitario En Educacion Parvularia;6.25%
22543;Tecnico Universitario En Electromecanica Maritima;6.25%
22543;Tecnico Universitario En Gestion Y Desarrollo De Productos Alimentarios;6.25%
22544;Ingenieria Comercial;23.08%
22544;Ingenieria Civil Industrial;20.00%
22544;Kinesiologia;20.00%
22544;Tecnico En Laboratorio Clinico Banco De Sangre E Imagenologia;20.00%
22544;Tecnico En Odontologia;20.00%
22544;Tecnico Experto Agrario;20.00%
22544;Tecnico En Enfermeria Mencion En Urgencia;15.38%
22544;Derecho;7.69%
22544;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;7.69%
22544;Ingenieria Naval;7.69%
22544;Preparador Fisico;7.69%
22544;Psicopedagogia;7.69%
22544;Quimica Industrial;7.69%
22544;Servicio Social;7.69%
22553;Ingenieria De Ejecucion En Agronomia;25.00%
22553;Kinesiologia;15.00%
22553;Psicologia;10.00%
22553;Turismo;7.69%
22553;Agronomia;5.00%
22553;Asistente De Parvulos;5.00%
22553;Bachillerato En Ciencias De La Ingenieria Plan Comun;5.00%
22553;Educacion Diferencial Con Especialidad En Problemas De Aprendizaje;5.00%
22553;Enfermeria;5.00%
22553;Ingenieria Comercial;5.00%
22553;Tecnico En Mecanica Automotriz En Maquinaria Pesada;5.00%
22559;Tecnico Universitario En Administracion De Empresas;33.33%
22559;Fonoaudiologia;16.67%
22559;Ingenieria Civil Biomedica;16.67%
22559;Pedagogia En Matematicas;16.67%
22559;Tecnico En Enfermeria Mencion En Ginecoobstetricia;16.67%
22559;Enfermeria;11.11%
22559;Fonoaudiologia;11.11%
22559;Ingenieria Civil Mecanica;11.11%
22559;Nutricion Y Dietetica;11.11%
22559;Tecnico En Veterinaria Y Produccion Pecuaria;5.00%
22559;Tecnico Experto Agrario;5.00%
22559;Terapia Ocupacional;5.00%
22560;Pedagogia De Educacion Media En Ingles;11.11%
22560;Pedagogia En Educacion Basica Con Menciones;11.11%
22560;Pedagogia En Educacion Fisica;11.11%
22560;Pedagogia En Educacion Parvularia;11.11%
22560;Quimica Y Farmacia;11.11%
22564;Ingenieria Civil Industrial;15.38%
22564;Ingenieria En Administracion De Empresas Mencion Finanzas;15.38%
22564;Bachillerato En Ciencias De La Salud;7.69%
22564;Cine;7.69%
22564;Derecho;7.69%
22564;Enfermeria;7.69%
22564;Fonoaudiologia;7.69%
22564;Ingenieria En Informatica;7.69%
22564;Licenciatura En Lingãƒâœistica Y Literatura;7.69%
22564;Licenciatura En Lingãƒâœistica Y Literatura Inglesas;7.69%
22564;Periodismo;7.69%
22597;Psicologia;10.53%
22597;Analista Programador;5.26%
22597;Asistente De Parvulos;5.26%
22597;Ciencias Politicas Y Administrativas;5.26%
22597;Construccion Civil;5.26%
22597;Electricidad;5.26%
22597;Electricidad Industrial Mencion Instalaciones Electricas;5.26%
22597;Gastronomia Internacional;5.26%
22597;Ingenieria Civil Electronica;5.26%
22597;Ingenieria Civil En Informatica;5.26%
22597;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;5.26%
22597;Pedagogia En Comunicacion En Lengua Inglesa;5.26%
22597;Tecnico Universitario En Construccion;5.26%
22597;Tecnico Universitario En Educacion Parvularia;5.26%
22602;Ingenieria Civil Electronica;25.00%
22602;Licenciatura En Artes Visuales;25.00%
22602;Licenciatura En Ciencias Con Mencion;25.00%
22602;Telecomunicaciones, Conectividad Y Redes;15.79%
22602;Trabajo Social;5.26%
22609;Derecho;33.33%
22609;Medicina Veterinaria;25.00%
22609;Ingenieria Civil Acustica;16.67%
22609;Ingenieria En Automatizacion Y Control Industrial;16.67%
22609;Kinesiologia;16.67%
22609;Pedagogia En Matematicas;16.67%
22609;Bachillerato En Ciencias De La Salud;16.67%
22609;Derecho;16.67%
22626;Ingenieria Civil En Informatica;33.33%
22626;Pedagogia En Educacion Diferencial;33.33%
22626;Tecnico Universitario En Construccion;33.33%
22626;Ingenieria Civil En Informatica;16.67%
22626;Pedagogia En Historia Y Ciencias Sociales;16.67%
22626;Psicologia;16.67%
22626;Trabajo Social;16.67%
22626;Arquitectura;5.88%
22626;Auditoria;5.88%
22627;Enfermeria;28.57%
22627;Ingenieria Comercial;14.29%
22627;Psicopedagogia;14.29%
22627;Mecanica Automotriz En Sistemas Electronicos;11.76%
22627;Tecnico En Enfermeria Mencion En Pediatria;11.76%
22627;Enfermeria;5.88%
22627;Fonoaudiologia;5.88%
22627;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;5.88%
22627;Kinesiologia;5.88%
22627;Odontologia;5.88%
22627;Psicologia;5.88%
22627;Psicopedagogia;5.88%
22627;Tecnico Deportivo Universitario;5.88%
22627;Tecnico En Enfermeria Mencion En Ginecoobstetricia;5.88%
22627;Tecnico En Odontologia;5.88%
22627;Tecnico En Trabajo Social;5.88%
22629;Tecnico En Enfermeria;14.29%
22629;Tecnico En Enfermeria Mencion En Urgencia;14.29%
22629;Tecnico En Trabajo Social;14.29%
22634;Administracion En Hoteleria Y Servicios;50.00%
22634;Tecnico Universitario En Educacion Parvularia;50.00%
22634;Derecho;16.67%
22634;Ingenieria En Conservacion De Recursos Naturales - Ingenieria Forestal;16.67%
22634;Nutricion Y Dietetica;16.67%
22641;Periodismo;16.67%
22641;Tecnico Deportivo Universitario;16.67%
22641;Tecnico Universitario En Educacion Parvularia;16.67%
22641;Construccion Civil;14.29%
22641;Analista Programador;7.14%
22641;Asistente De Parvulos;7.14%
22655;Ingenieria En Electricidad Mencion Proyectos De Instalaciones Electricas;7.14%
22655;Ingenieria Estadistica;7.14%
22655;Ingenieria Naval;7.14%
22655;Kinesiologia;7.14%
22655;Pedagogia En Lenguaje Y Comunicacion;7.14%
22664;Derecho;18.75%
22664;Tecnico Asistente En Educacion Especial;7.14%
22664;Tecnico En Administracion;7.14%
22664;Tecnico En Educacion Especial;7.14%
22664;Tecnico En Enfermeria Mencion En Urgencia;7.14%
22664;Tecnico En Odontologia;7.14%
22664;Construccion Civil;6.25%
22664;Enfermeria;6.25%
22664;Geografia;6.25%
22664;Ingenieria Civil Electrica;6.25%
22664;Ingenieria Civil Industrial;6.25%
22664;Ingenieria En Informacion Y Control De Gestion;6.25%
22664;Licenciatura En Lingãƒâœistica Y Literatura Inglesas;6.25%
22664;Medicina;6.25%
22664;Medicina Veterinaria;6.25%
22672;Arquitectura;7.69%
22672;Construccion Civil;7.69%
22672;Pedagogia En Educacion Diferencial;6.25%
22672;Pedagogia En Educacion Fisica;6.25%
22672;Quimica Y Farmacia;6.25%
22672;Relaciones Publicas Y Comunicacion Estrategica;6.25%
22674;Gastronomia Internacional;15.38%
22674;Enfermeria;7.69%
22674;Fonoaudiologia;7.69%
22674;Pedagogia En Educacion Media En Historia Y Geografia;7.69%
22691;Psicologia;7.69%
22691;Servicio Social;7.69%
22691;Tecnico En Enfermeria Mencion En Urgencia;7.69%
22691;Tecnico Juridico;7.69%
22691;Tecnico Universitario En Administracion De Empresas;7.69%
22691;Terapia Ocupacional;7.69%
22692;Tecnico Universitario En Gestion Y Desarrollo De Productos Alimentarios;25.00%
22692;Traduccion Ingles-Español Mencion Negocios Internacionales;12.50%
22692;Asistente De Parvulos;6.25%
22692;Educacion Parvularia;6.25%
22692;Peluqueria Y Estetica;6.25%
22692;Tecnico Asistente En Educacion Especial;6.25%
22692;Tecnico De Nivel Superior En Educacion Diferencial;6.25%
22692;Tecnico De Nivel Superior En Servicio Social;6.25%
22692;Tecnico En Educacion Parvularia Y Primer Ciclo De Enseñanza General Basica;6.25%
22692;Tecnico En Enfermeria;6.25%
22692;Tecnico En Enfermeria Mencion Ginecobstetricia;6.25%
22692;Tecnico Universitario En Contabilidad General;6.25%
22692;Administracion De Empresas;6.25%
22702;Ingenieria Agricola;25.00%
22702;Mecanica Automotriz En Sistemas Electronicos;12.50%
22702;Tecnico En Mecanica Automotriz En Maquinaria Pesada;12.50%
22702;Contador Auditor;6.25%
22702;Diseño Y Produccion Grafica;6.25%
22702;Electricidad;6.25%
22702;Ingenieria En Administracion De Empresas Mencion Finanzas;6.25%
22702;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;6.25%
22702;Tecnico En Administracion De Empresas Mencion Finanzas;6.25%
22702;Tecnico En Educacion Especial;6.25%
22702;Tecnico En Veterinaria Y Produccion Pecuaria;6.25%
22702;Tecnico Experto Agrario;6.25%
22702;Topografia;6.25%
22702;Trabajo Social;6.25%
22752;Ingenieria Comercial;25.00%
22752;Tecnico Asistente En Educacion Especial;25.00%
22752;Tecnologia En Produccion Ganadera;25.00%
22752;Fonoaudiologia;11.11%
22752;Ingenieria Comercial;11.11%
22752;Obstetricia;11.11%
22752;Odontologia;11.11%
22752;Pedagogia En Educacion Basica Con Menciones;11.11%
22752;Psicopedagogia;11.11%
22752;Tecnico De Nivel Superior En Educacion Basica;11.11%
22752;Tecnico En Educacion Parvularia Y Primer Ciclo De Enseñanza General Basica;11.11%
22752;Tecnico Universitario En Turismo De Naturaleza;11.11%
22755;Bachillerato En Ciencias De La Ingenieria;14.29%
22755;Contabilidad General;14.29%
22755;Enfermeria;14.29%
22755;Ingenieria En Electricidad Y Automatizacion Industrial;14.29%
22755;Pedagogia En Ingles;14.29%
22755;Psicologia;14.29%
22755;Tecnologia Medica;14.29%
22755;Astronomia;12.50%
22755;Construccion Civil;12.50%
22755;Enfermeria;12.50%
22758;Trabajo Social;25.00%
22758;Bachillerato En Ciencias De La Ingenieria;25.00%
22758;Enfermeria;25.00%
22758;Ingenieria Informatica;25.00%
22758;Pedagogia En Educacion Basica Con Menciones;25.00%
22758;Kinesiologia;12.50%
22758;Nutricion Y Dietetica;12.50%
22758;Tecnologia En Produccion Ganadera;12.50%
22758;Administracion De Empresas Mencion Marketing;5.00%
22758;Arquitectura;5.00%
22758;Bachillerato En Ciencias De La Ingenieria;5.00%
22758;College Ciencias Naturales Y Matematicas (Licenciatura);5.00%
24201;Educacion Diferencial;5.00%
24201;Enfermeria;5.00%
24201;Ingenieria Civil Electrica;5.00%
24201;Ingenieria En Administracion De Empresas Mencion Finanzas;5.00%
24201;Ingenieria En Construccion;5.00%
24201;Licenciatura En Artes Visuales;5.00%
24203;Psicologia;10.00%
24203;Nutricion Y Dietetica;5.00%
24203;Obstetricia;5.00%
24203;Pedagogia En Historia Y Ciencias Sociales;5.00%
24203;Psicopedagogia;5.00%
24203;Quimica Y Farmacia;5.00%
24203;Tecnico En Educacion Diferencial;5.00%
24203;Tecnico En Farmacia;5.00%
24203;Terapia Ocupacional;5.00%
24204;Obstetricia;33.33%
24204;Derecho;22.22%
24204;Arquitectura;16.67%
24204;Tecnico Universitario En Construccion Y Obras Civiles;16.67%
24204;Tecnologia En Produccion Ganadera;16.67%
24204;Tecnologia Medica;16.67%
24204;Diseño;11.11%
24206;Ingenieria Civil, Plan Comun;22.22%
24206;Cosmetologia;16.67%
24206;Derecho;16.67%
24206;Ingenieria Civil;11.11%
24206;Ingenieria Comercial;11.11%
24206;Medicina Veterinaria;11.11%
24206;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;11.11%
24207;Enfermeria;16.67%
24207;Ingenieria Ambiental;16.67%
24207;Tecnico En Educacion Especial Y Diferencial;16.67%
24207;Tecnologia Medica;16.67%
24209;Trabajo Social;18.75%
24209;Administracion Publica;14.29%
24209;Arquitectura;14.29%
24209;Gastronomia Internacional;14.29%
24209;Ingenieria Civil Industrial;14.29%
24209;Quimica Y Farmacia;14.29%
24209;Tecnico En Enfermeria;14.29%
24209;Tecnico Universitario En Administracion De Empresas;14.29%
24209;Bachillerato En Ciencias De La Ingenieria;12.50%
24209;Psicologia;12.50%
24209;Bachillerato En Ciencias Y Recursos Naturales;6.25%
24209;Gastronomia Internacional;6.25%
24209;Geologia;6.25%
24209;Locucion Y Conduccion De Radio Y Television;6.25%
24209;Pedagogia En Educacion Fisica Varones;6.25%
24209;Tecnico En Administracion Publica;6.25%
24209;Tecnico En Educacion Diferencial;6.25%
24209;Tecnologia En Produccion Ganadera;6.25%
24209;Turismo;6.25%
24212;Gastronomia Internacional;15.38%
24212;Administracion De Empresas;7.69%
24212;Electricidad Industrial Mencion Instalaciones Electricas;7.69%
24212;Ingenieria Civil Industrial;7.69%
24212;Ingenieria En Administracion De Empresas Mencion Finanzas;7.69%
24213;Ingenieria Forestal;7.69%
24213;Pedagogia En Ingles;7.69%
24213;Pedagogia En Matematicas;7.69%
24213;Psicologia;7.69%
24213;Servicio Social;7.69%
24213;Tecnico En Enfermeria Mencion En Urgencia;7.69%
24213;Turismo;7.69%
24224;Derecho;50.00%
24224;Mecanica Automotriz En Sistemas Electronicos;50.00%
24224;Derecho;8.33%
24224;Gastronomia Internacional;8.33%
24224;Geografia;8.33%
24224;Ingenieria Civil Mecanica;8.33%
24230;Ingenieria En Construccion;16.67%
24230;Trabajo Social;16.67%
24230;Fonoaudiologia;11.76%
24230;Pedagogia En Castellano Y/O Licenciatura En Lingãƒâœistica Y Literatura;8.33%
24230;Pedagogia En Educacion Fisica Con Mencion;8.33%
24230;Pedagogia En Historia Y Ciencias Sociales Para Enseñanza Media;8.33%
24230;Tecnico En Educacion Parvularia Y Primer Ciclo De Enseñanza General Basica;8.33%
24230;Arquitectura;5.88%
24230;Asistente De Parvulos;5.88%
24230;Derecho;5.88%
24230;Enfermeria;5.88%
24230;Geologia;5.88%
24231;Nutricion Y Dietetica;11.76%
24231;Ingenieria Civil;5.88%
24231;Ingenieria En Construccion;5.88%
24231;Licenciatura En Astronomia;5.88%
24231;Pedagogia En Educacion Basica Con Mencion En Lenguaje Y Matematicas;5.88%
24231;Pedagogia En Ingles;5.88%
24231;Tecnico De Nivel Superior En Enfermeria;5.88%
24231;Tecnico En Administracion;5.88%
24231;Trabajo Social;5.88%
24233;Medicina;22.22%
24233;Diseño Y Produccion Grafica;11.11%
24233;Gastronomia Internacional;11.11%
24233;Ingenieria Civil Plan Comun;11.11%
24233;Ingenieria Plan Comun;11.11%
24233;Mecanica Automotriz En Sistemas Electronicos;11.11%
24233;Nutricion Y Dietetica;11.11%
24233;Tecnico En Enfermeria;11.11%
24233;Arquitectura;7.69%
24233;Derecho;7.69%
24240;Fonoaudiologia;7.69%
24240;Geografia;7.69%
24240;Ingenieria Civil, Plan Comun;7.69%
24240;Licenciatura En Arte;7.69%
24300;Nutricion Y Dietetica;15.38%
24300;Medicina;7.69%
24300;Odontologia;7.69%
24300;Psicologia;7.69%
24300;Tecnico De Nivel Superior En Educacion Parvularia;7.69%
24300;Tecnico En Administracion;7.69%
24300;Administracion Publica;3.70%
24300;Artes Musicales Y Sonoras;3.70%
24300;Derecho;3.70%
24300;Diseño;3.70%
24303;Enfermeria;11.11%
24303;Ingenieria Civil Industrial;7.41%
24303;Pedagogia En Ingles Para Enseñanza Basica Y Media;7.41%
24303;Entrenador De Futbol;3.70%
24303;Fotografia Profesional;3.70%
24303;Licenciatura En Filosofia;3.70%
24303;Medicina;3.70%
24303;Medicina Veterinaria;3.70%
24303;Obstetricia;3.70%
24303;Odontologia;3.70%
24303;Pedagogia En Educacion Parvularia;3.70%
24303;Periodismo;3.70%
24303;Tecnico De Nivel Superior En Contabilidad General;3.70%
24303;Tecnico De Nivel Superior En Educacion Especial;3.70%
24303;Tecnico De Nivel Superior En Procesos Industriales Mencion Gestion De Calidad - Mencion Industria Quimica;3.70%
24303;Tecnico En Enfermeria;3.70%
24303;Tecnico Universitario En Instrumentacion Y Automatizacion Industrial;3.70%
24305;Arquitectura;12.50%
24305;Derecho;12.50%
24305;Ingenieria Civil;12.50%
24305;Ingenieria Comercial;12.50%
24305;Interprete Instrumental Mencion (Instrumento Popular);12.50%
24305;Licenciatura En Astronomia;12.50%
24305;Tecnologia Medica;3.70%
24305;Trabajo Social;3.70%
24307;Gastronomia Internacional;15.38%
24307;Obstetricia Y Puericultura;12.50%
24307;Tecnico De Nivel Superior En Mantenimiento Industrial Mencion Hidraulica Neumatica - Mencion Electro Mecanica;12.50%
24307;Electricidad Industrial Mencion Instalaciones Electricas;7.69%
24307;Administracion Turistica Internacional;5.13%
24307;Ingenieria En Administracion De Empresas Mencion Finanzas;5.13%
24307;Analista Programador;2.56%
24307;Arquitectura;2.56%
24307;Diseño Grafico Profesional;2.56%
24307;Ingenieria Comercial;2.56%
24307;Ingenieria De Ejecucion En Administracion;2.56%
24307;Ingenieria De Ejecucion En Administracion Publica Y Municipal;2.56%
24314;Agronomia;12.50%
24314;Analista Programador;12.50%
24314;Ingenieria Civil En Metalurgia;12.50%
24314;Ingenieria Comercial;12.50%
24314;Ingenieria Y Ciencias - Plan Comun;12.50%
24314;Licenciatura En Astronomia;12.50%
24314;Medicina;12.50%
24314;Periodismo;12.50%
24314;Tecnico En Educacion Parvularia;7.69%
24314;Servicio Social;5.13%
24314;Tecnico De Nivel Superior En Educacion Parvularia;5.13%
24314;Turismo;5.13%
24314;Ingenieria En Administracion De Empresas Mencion Gestion De Personas;2.56%
24314;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;2.56%
24314;Mantenimiento Industrial;2.56%
24314;Pedagogia En Educacion Parvularia;2.56%
