pais_iso3;classification;category;id_mall;name;lat;lng;rating;address;id_comuna;id_region;desc1;desc2;desc3;symbol;color;size
CHL;Instituciones educativas;;7712;Colegio San Antonio;-41.4651413;-73.08853149;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7714;Escuela Particular N. 193 Nueva Panitao;-41.59368896;-73.10572052;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7715;Escuela Particular N. 196 Cascajal;-41.58255768;-72.97177124;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7717;Instituto Aleman De Puerto Montt;-41.469784;-72.93321;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7718;The American School;-41.456517;-72.91312;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7719;Escuela Especial N.280 `C.T.I. Los Notros`;-40.571564;-73.137634;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;7720;Liceo Pedro Aguirre Cerda;-41.32072067;-72.98097229;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7722;Colegio Rosita Novaro De Novaro Puerto Varas;-41.32592392;-72.97433472;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7723;Escuela Grupo Escolar;-41.32159805;-72.98564148;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7724;Colegio Nueva Braunau;-41.32527924;-73.08003235;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7725;Escuela Rural Colonia Rio Sur;-41.33994675;-72.70121002;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7726;Escuela Rural Santa Maria;-41.31315613;-73.31190491;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7727;Escuela Rural Tres Puentes;-41.31911469;-72.813797;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7728;Escuela Rural Rodolfo Luckheide Hoffmann;-41.23244095;-72.60488129;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7729;Escuela Rural Jose Werner Meixner;-41.36695862;-73.0546875;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7730;Escuela Rural Reinaldo Raddatz Harrich;-41.2569809;-72.80287933;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7732;Escuela Rural Janequeo;-41.34791946;-72.78787994;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7738;Escuela Rural Hardy Minte Bartsch;-41.22369003;-72.73691559;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7739;Escuela Rural Ella Minte De Roth;-41.2081871;-72.53844452;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7740;Escuela Rural Epson De Ensenada;-41.20817566;-72.53942871;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7741;Escuela Rural Ricardo Roth Schutz;-41.13706589;-72.40318298;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7742;Colegio Germania Del Verbo Divino;-41.32076;-72.98888;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7743;Colegio Felmer Niklitschek;-41.3298111;-72.9667511;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7744;Colegio Inmaculada Concepcion Puerto Varas;-41.31912231;-72.98815918;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7745;Escuela Particular N.199 Linea Cruzada;-41.30062485;-73.0803833;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7748;Escuela Particular N. 202 Santa Gemita;-41.50119281;-73.00101347;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;7749;Escuela Particular N.203 Alberto Droppelmann;-41.33049011;-73.26107788;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7752;Escuela Particular N.206 Maria Dolores;-41.36771011;-73.07791901;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7753;Escuela Basica Fronteriza Juan Soler Manfredini;-41.49300003;-72.30711365;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7754;Escuela Rural John Kennedy;-41.67230225;-72.43069458;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7755;Escuela Rural Soberania;-41.50476837;-71.85748291;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7756;Escuela Rural Cristo Rey;-41.38881302;-72.32810974;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7757;Escuela Rural Santa Agueda;-41.6458168;-72.27018738;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7758;Escuela Rural San Antonio;-41.49596024;-72.33358765;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7759;Escuela Rural Clotilde Almonacid Olavarria;-41.6860733;-72.38654327;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7760;Escuela Rural Rio Puelo;-41.66273117;-72.29531097;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7761;Escuela Rural Las Camelias;-41.38159943;-72.27862549;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7762;Escuela Rural Estuario De Reloncavi;-41.61801529;-72.3254776;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7763;Escuela Rural Capit?n De Bandada Carlos Rodriguez Paris;-41.87253952;-71.93848419;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7765;Escuela Rural La Peninsula;-41.44095993;-72.33009338;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;7767;Escuela Rural Canutillar;-41.53505325;-72.3406601;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7768;Escuela Rural Paso El Bolson;-42.0758934;-71.85777283;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7769;Escuela Rural Litoral De Llaguepe;-41.72200394;-72.4835434;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7770;Escuela Rural Santa Teresita De Los Andes;-41.55230331;-72.31183624;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7771;Escuela Particular Justo Donoso;-41.49050055;-72.30138633;;;10103;;;;;;blue;8
CHL;Instituciones educativas;;7772;Liceo Politecnico Calbuco;-41.77278519;-73.12669373;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7773;Escuela Eulogio Goycolea Garay;-41.77352524;-73.1285553;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7774;Escuela Rural San Rafael;-41.75615692;-73.14916229;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7775;Escuela Rural Pargua;-41.78988647;-73.45746613;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7776;Escuela Rural El Sembrador;-41.81899643;-73.07469177;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7777;Escuela Rural El Rosario;-41.75238037;-73.13969421;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7779;Escuela Rural Estero Huito;-41.71408081;-73.14685059;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7782;Escuela Rural Queullin;-41.87355804;-72.90496826;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7783;Escuela Rural Chauquear;-41.81024551;-73.04895782;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7784;Escuela Rural Los Pinis;-41.62453842;-73.14945221;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7785;Escuela Rural Quetrolauquen;-41.67766953;-72.93874359;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7786;Escuela Rural Daitao;-41.73310089;-73.21192932;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7787;Escuela Rural Quenu;-41.83451462;-73.14922333;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7788;Escuela Rural Chayahue;-41.79124069;-73.37516785;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7789;Escuela Rural Alonso De Ercilla;-41.80858231;-73.01267242;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7790;Escuela Rural Sol Del Pacifico;-41.76703262;-73.42287445;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7791;Escuela Rural Aguantao;-41.76373672;-73.31052399;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7792;Escuela Rural Laura Borquez;-41.74366861;-73.22774432;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7793;Escuela Rural Mario Morales Beca;-41.77126312;-73.07322693;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7794;Escuela Rural El Faro Ilto;-41.91054535;-73.14595795;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7796;Escuela Rural Alfaro;-41.67185833;-72.98679284;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7797;Escuela Rural San Ramon;-41.73518753;-73.0589447;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7798;Escuela Rural El Dao;-41.77077484;-73.27030182;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7799;Escuela Rural Mi Patria;-41.85754395;-72.99539948;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7801;Escuela Rural Putenio;-41.67136002;-73.13618469;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7802;Escuela Rural San Jose;-41.77353287;-73.1284256;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7803;Escuela Rural San Agustin;-41.70565414;-73.07012177;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7804;Escuela Rural La Poza;-41.84408188;-73.0430603;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7805;Escuela Rural Pedro Barrientos Barrientos;-41.70797729;-72.92694855;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7806;Escuela Rural El Estero Rulo;-41.69764328;-73.09804535;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7807;Escuela Rural Dolores Cattin Faundez;-41.66675568;-72.95707703;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7808;Escuela Rural La Campana;-41.63599777;-73.20195007;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7809;Escuela Rural Isla Chidhuapi;-41.83036423;-73.09338379;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7810;Escuela Rural San Antonio;-41.77406311;-73.23432159;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7811;Escuela Rural Los Bajos De Mayelhue;-41.87409973;-73.16653442;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7812;Escuela Rural Carmen Miranda Navarro;-41.76340866;-73.3520813;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7813;Escuela Rural Caicaen;-41.80177751;-73.16908921;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7815;Escuela Rural Huapi Abtao;-41.81137085;-73.32887268;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7816;Escuela Rural Siete Colinas;-41.739254;-73.11261749;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7817;Escuela Rural Yaco Bajo;-41.74953461;-73.20263908;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7818;Escuela Rural Pe?asmo;-41.74043655;-73.26332092;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7819;Escuela Rural El Avellanal;-41.75438309;-73.40756989;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7820;Escuela Rural Chucagua;-41.7135582;-72.98148346;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7821;Escuela Rural Isla Tabon;-41.90299225;-73.10784149;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7822;Escuela Rural Machil;-41.78565979;-73.07614899;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7823;Escuela Rural El Yale;-41.72102356;-73.18094635;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7824;Escuela Rural Huayun Bajo;-41.70897675;-73.24247742;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7825;Escuela Libertador General Bernardo O?Higgins Riquelme;-41.78438568;-73.14157104;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7826;Colegio San Miguel;-41.77183533;-73.12852478;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7829;Escuela Rural Isla Amortajado;-41.65042713;-73.67471083;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7830;Liceo Capitan De Fragata Francisco Vidal Gormaz;-41.61569214;-73.6008606;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7832;Escuela Rural Francisco Cortes Ojeda;-41.74830627;-73.70677185;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7833;Escuela Jose Abelardo Nu?ez;-41.61727524;-73.60113525;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7834;Escuela Encarnacion Olivares;-41.61634445;-73.5996933;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7836;Escuela Rural Dorila Aguila Aguilar;-41.60168457;-73.59732056;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7837;Escuela Rural Padre Nelson Aguilar Espa?a;-41.56818008;-73.57228851;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7838;Escuela Rural Quenuir Bajo;-41.59319647;-73.67456407;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7839;Escuela Rural Rural Teofisto Carcamo Seron;-41.53450394;-73.7183609;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7840;Escuela Rural Paulino Velazquez Alvarado;-41.70395682;-73.47697518;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7844;Escuela Rural Pupalguin;-41.54397706;-73.42558209;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7846;Escuela Rural Jose Ignacio Uribe  Oyarzun;-41.58980334;-73.55091928;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7847;Escuela Rural Chuyaguen;-41.6202774;-73.53666687;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7849;Escuela Rural Ainco;-41.76333885;-73.56531512;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7850;Escuela Rural Los Arces;-41.58462143;-73.40537262;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7851;Escuela Rural Nuevo Amanecer;-41.60394556;-73.48284104;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7852;Escuela Rural Juanita Fernandez;-41.64126587;-73.6644516;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7854;Escuela Rural Juanita Gallardo;-41.65083313;-73.43222046;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7855;Escuela Rural Puelpun;-41.54735184;-73.46909332;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7856;Escuela Rural Astilleros;-41.75527954;-73.60778046;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7858;Escuela Rural Francisco Hernandez Navarro;-41.67380524;-73.54881287;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7860;Escuela Rural Mario Enrique Guzman Acevedo;-41.70055389;-73.43972015;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7861;Escuela Rural El Jardin De Olmopulli;-41.5874176;-73.32138062;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7864;Escuela Rural San Jorge;-41.5280571;-73.70166779;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7865;Escuela Rural Ana Borquez Subiabre;-41.54383682;-73.35771223;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7866;Escuela Rural Hilda Hunquen;-41.56388855;-73.67749786;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7867;Escuela Rural Los Ciruelillos;-41.65488306;-73.3098677;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7868;Escuela Rural Los Pinos Del Empalme;-41.65516663;-73.31024933;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7869;Escuela Rural Cumbre Del Barro Pe?ol;-41.65915945;-73.36608108;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7871;Escuela Particular N.211 Las Encinas;-41.62646103;-73.35488129;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;7872;Colegio De Difusion Artistica Los Ulmos;-41.39178467;-73.45758057;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7874;Escuela Rural Ca?itas;-41.30317688;-73.4514389;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7877;Escuela Rural El Roble;-41.51846586;-73.58122522;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7878;Escuela Rural Palihue;-41.48338699;-73.67942047;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7879;Escuela Rural Quillagua;-41.49901581;-73.77489471;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7880;Escuela Rural El Ma?io;-41.46022928;-73.59111974;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7881;Escuela Rural Huautrunes;-41.5130043;-73.51572418;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7882;Escuela Rural Cululil;-41.53646851;-73.63497925;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7883;Escuela Rural Cuesta De La Vaca;-41.49114524;-73.49934974;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7884;Escuela Rural Las Colinas De Putrautrao;-41.47588314;-73.72936655;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7885;Escuela Rural Cululil Boquinegro;-41.51722889;-73.66046816;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7886;Escuela Rural Santa Amanda;-41.39260678;-73.37933643;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7887;Escuela Rural Caracol;-41.44917679;-73.47402954;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7889;Escuela Rural Los Piques;-41.35505197;-73.62952137;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7890;Escuela Rural La Colonia;-41.39029833;-73.58947382;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7891;Escuela Rural San Carlos;-41.3133049;-73.53912354;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7894;Escuela Rural Paraguay Chico El Gato;-41.44369507;-73.2911377;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7895;Escuela Rural San Pablo;-41.43922369;-73.3501551;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7896;Escuela Rural Estaquilla;-41.40113068;-73.81356812;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7897;Escuela Rural Manuel Gatica Arriagada;-41.50521469;-73.61195374;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7898;Escuela Rural El Meli;-41.33491135;-73.60202789;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7900;Escuela Rural Ma?io Chaquihuan;-41.44574616;-73.64116979;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7901;Escuela Rural El Saraos;-41.40184021;-73.68302155;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7903;Escuela Rural El ?ady;-41.34959793;-73.57063293;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7904;Escuela Rural Serena Esperanza;-41.39481735;-73.7387619;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7905;Escuela Rural Paraguay Chico;-41.40341568;-73.32086182;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7907;Colegio Ramon Angel Jara;-41.39339066;-73.46623993;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7908;Escuela Particular N.216 Miramar;-41.31290054;-73.67814636;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7910;Escuela Particular N.212 La Esperanza;-41.3324852;-73.66394043;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7911;Escuela Particular N.213 El Laurel;-41.30343246;-73.39082336;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7913;Escuela Particular N.214 Juan Stolzenbach Hott;-41.4564029;-73.39039586;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7915;Escuela Particular N.217 Miramar Bajo;-41.34848404;-73.65329742;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7916;Escuela Particular N.218 Los Klein;-41.37296569;-73.81268127;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7917;Escuela Particular N.219 Cordillera Vieja;-41.36689377;-73.64781952;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7918;Escuela Particular N.220 Fundo La Paloma;-41.43124149;-73.62352846;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7919;Escuela Particular N.221 Estaquilla Bajo;-41.42253494;-73.77331543;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7922;Escuela Particular N.232 El Progreso;-41.36004257;-73.35984039;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7923;Escuela Rural Potrero Del Norte;-41.48690505;-73.54776757;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;7924;Escuela Rural San Andres;-41.03851318;-73.41079712;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7927;Escuela Rural Cau-Cau;-41.11475372;-73.56124878;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7929;Escuela Basica Agricola Huempeleo;-41.04709244;-73.48555756;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7930;Escuela Rural Lucila Godoy Alcayaga;-41.28974152;-73.61462402;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7931;Escuela Rural Pato Llico;-41.19916153;-73.55687714;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7932;Escuela Rural Llico;-41.26894841;-73.50468813;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7933;Escuela Rural Olga Soto Alvarado;-41.20211029;-73.34803772;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7936;Escuela Rural Rinconada;-41.18214417;-73.61640167;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7937;Escuela Rural Amancayes;-41.23924606;-73.44403739;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7938;Escuela Rural Entre Rios;-41.12865448;-73.37245941;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7939;Escuela Rural Linea Sin Nombre;-41.26064301;-73.37114716;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7940;Escuela Rural Parga;-41.21834946;-73.48822021;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7941;Liceo Carlos Iba?ez Del Campo;-41.15312958;-73.41694641;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7942;Colegio Purisimo Corazon De Maria;-41.15406799;-73.42340088;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7944;Escuela Rural Santa Monica;-41.12573242;-73.48977661;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7945;Escuela Rural El Peuchen;-41.13298035;-73.67993927;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7946;Escuela Particular N. 224 Pichi Maule;-41.01338196;-73.43947601;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7947;Escuela Particular N. 225 La Ara?a;-41.1512413;-73.55321503;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7948;Escuela Particular N. 226 Las Cuyas;-41.26161957;-73.61943817;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7949;Escuela Particular N. 227 El Traiguen;-41.2072525;-73.7064209;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7950;Escuela Particular N. 228 El Pato De Llico;-41.2335701;-73.60193634;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7952;Escuela Particular N. 230 La Esperanza;-41.10646057;-73.67271423;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7953;Escuela Particular N. 231 San Antonio;-41.07028961;-73.52731323;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7954;Escuela Particular N. 233 El Repil;-41.06263733;-73.65564728;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;7956;Liceo Politecnico Holanda;-41.26910019;-72.99798584;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7958;Escuela Ines Gallardo Alvarado;-41.2522583;-73.00748444;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7959;Escuela Basica Gabriela Mistral;-41.26858139;-72.99693298;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7961;Escuela Rural Los Pellines;-41.19112015;-73.06567383;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7962;Escuela Rural Loncotoro;-41.29229355;-73.19857025;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7966;Escuela Rural Linea Solar;-41.29271317;-73.25538635;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7967;Escuela Rural Colegual;-41.22105789;-73.13567352;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7968;Escuela Rural Coligual San Juan;-41.18690491;-73.21767426;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7970;Escuela Particular N.239 Los Volcanes;-41.27183533;-72.9955368;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7971;Escuela Particular N.237 San Jose;-41.22154623;-73.22281542;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;7973;Liceo Industrial Chileno-Aleman;-41.13212967;-73.03256989;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7975;Escuela Arturo Alessandri Palma;-41.12358475;-73.05970764;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7976;Escuela Bernardo Philippi;-41.13385391;-73.02765656;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7977;Escuela Rural Los Linares De Casma;-41.00779724;-73.12320709;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7978;Escuela Rural Mario Perez Navarro;-41.07196045;-72.93503571;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7980;Escuela Rural Colegual;-41.13139615;-73.17806238;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7982;Escuela Rural Paraguay;-41.07509995;-73.24415588;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7983;Escuela Rural Colonia La Radio;-41.1034723;-73.07591945;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7984;Escuela Rural Carlos Felmer;-41.15856552;-73.2358017;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7985;Escuela Rural Centinela La Huacha;-41.10160973;-73.23000209;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7987;Escuela Carlos Springer Niklitschek;-41.02412415;-72.94320679;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7989;Escuela Particular N. 244 Madre De Dios;-41.12709808;-73.05739594;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7990;Escuela Rural Colonia San Martin;-41.03538132;-73.06182098;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7992;Colegio Iceberg;-41.79123688;-73.46417999;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;7993;Escuela Particular N. 240 La Huacha;-41.04580688;-73.11949921;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7994;Escuela Particular N.241 La Paz;-41.02489471;-73.23062134;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7996;Escuela Particular N.245 Santa Ana;-41.04508591;-72.97207642;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;7998;Escuela Particular N.247 El Retamo;-41.09986496;-73.33287811;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;8000;Instituto Aleman De Frutillar;-41.133038;-73.02958;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;8001;Liceo Politecnico De Castro;-42.47982407;-73.76870728;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8002;Liceo Galvarino Riveros Cardenas;-42.48439026;-73.76422119;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8003;Escuela Luis Uribe Diaz;-42.47963715;-73.76392365;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8004;Escuela Ines Munoz De Garcia;-42.48013687;-73.76407623;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8005;Escuela Aytue;-42.47172928;-73.77590942;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8006;Escuela Rural Pedro Velazquez Bontes;-42.43531418;-73.76700592;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8009;Escuela Rural Quelquel;-42.5399704;-73.65722656;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;8010;Escuela Rural Curahue;-42.5498085;-73.68088531;;;10201;;;;;;blue;8
